"SYMBOL","ENTREZID","Description"
"ANO2",57101,"transmembrane protein 16B"
"TIGAR",57103,"chromosome 12 open reading frame 5"
"PNPLA2",57104,"patatin-like phospholipase domain containing 2"
"CYSLTR2",57105,"cysteinyl leukotriene receptor 2"
"PDSS2",57107,"prenyl (decaprenyl) diphosphate synthase, subunit 2"
"REXO4",57109,"REX4, RNA exonuclease 4 homolog (S. cerevisiae)"
"PSMD4",5710,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
"PLAAT1",57110,"HRAS-like suppressor"
"RAB25",57111,"RAB25, member RAS oncogene family"
"TRPC7",57113,"transient receptor potential cation channel, subfamily C, member 7"
"INTS12",57117,"integrator complex subunit 12"
"CAMK1D",57118,"calcium/calmodulin-dependent protein kinase ID"
"EPPIN",57119,"serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)"
"PSMD5",5711,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5"
"NUP107",57122,"nucleoporin 107kDa"
"CD248",57124,"CD248 molecule, endosialin"
"PLXDC1",57125,"plexin domain containing 1"
"CD177",57126,"CD177 molecule"
"LYRM4",57128,"LYR motif containing 4"
"CHMP1B",57132,"chromatin modifying protein 1B"
"MAN1C1",57134,"mannosidase, alpha, class 1C, member 1"
"APMAP",57136,"chromosome 20 open reading frame 3"
"PSMD7",5713,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7"
"RNPEPL1",57140,"arginyl aminopeptidase (aminopeptidase B)-like 1"
"RTN4",57142,"reticulon 4"
"PAK5",57144,"p21(CDKN1A)-activated kinase 7"
"SCYL3",57147,"SCY1-like 3 (S. cerevisiae)"
"RALGAPB",57148,"KIAA1219"
"LYRM1",57149,"LYR motif containing 1"
"PSMD8",5714,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
"SLURP1",57152,"secreted LY6/PLAUR domain containing 1"
"SMURF1",57154,"SMAD specific E3 ubiquitin protein ligase 1"
"JPH2",57158,"junctophilin 2"
"PSMD9",5715,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
"PELI2",57161,"pellino homolog 2 (Drosophila)"
"PELI1",57162,"pellino homolog 1 (Drosophila)"
"GJC2",57165,"gap junction protein, alpha 12, 47kDa"
"PSMD10",5716,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"
"DOLPP1",57171,"dolichyl pyrophosphate phosphatase 1"
"CAMK1G",57172,"calcium/calmodulin-dependent protein kinase IG"
"CORO1B",57175,"coronin, actin binding protein, 1B"
"ZMIZ1",57178,"zinc finger, MIZ-type containing 1"
"PSMD11",5717,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"
"ACTR3B",57180,"ARP3 actin-related protein 3 homolog B (yeast)"
"NIPAL3",57185,"NIPA-like domain containing 3"
"THOC2",57187,"THO complex 2"
"ADAMTSL3",57188,"ADAMTS-like 3"
"PSMD12",5718,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"VN1R1",57191,"vomeronasal 1 receptor 1"
"MCOLN1",57192,"mucolipin 1"
"ATP10A",57194,"ATPase, Class V, type 10A"
"ATP8B2",57198,"ATPase, Class I, type 8B, member 2"
"PSMD13",5719,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
"BACH1",571,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
"ATP10D",57205,"ATPase, Class V, type 10D"
"PSME1",5720,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
"ADGRG6",57211,"G protein-coupled receptor 126"
"THAP11",57215,"THAP domain containing 11"
"PSME2",5721,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
"LYRM2",57226,"LYR motif containing 2"
"PSPH",5723,"phosphoserine phosphatase"
"PTAFR",5724,"platelet-activating factor receptor"
"PTBP1",5725,"polypyrimidine tract binding protein 1"
"PTCH1",5727,"patched homolog 1 (Drosophila)"
"PTEN",5728,"phosphatase and tensin homolog (mutated in multiple advanced cancers 1)"
"PTGDR",5729,"prostaglandin D2 receptor (DP)"
"BAD",572,"BCL2-antagonist of cell death"
"PTGDS",5730,"prostaglandin D2 synthase 21kDa (brain)"
"PTGER1",5731,"prostaglandin E receptor 1 (subtype EP1), 42kDa"
"PTGER2",5732,"prostaglandin E receptor 2 (subtype EP2), 53kDa"
"CBX8",57332,"chromobox homolog 8 (Pc class homolog, Drosophila)"
"SENP7",57337,"SUMO1/sentrin specific peptidase 7"
"JPH3",57338,"junctophilin 3"
"PTGER3",5733,"prostaglandin E receptor 3 (subtype EP3)"
"ZNF304",57343,"zinc finger protein 304"
"PTGER4",5734,"prostaglandin E receptor 4 (subtype EP4)"
"GJD2",57369,"gap junction protein, alpha 9, 36kDa"
"AICDA",57379,"activation-induced cytidine deaminase"
"PTGFR",5737,"prostaglandin F receptor (FP)"
"MRS2",57380,"MRS2-like, magnesium homeostasis factor (S. cerevisiae)"
"CLK4",57396,"CDC-like kinase 4"
"PTGIR",5739,"prostaglandin I2 (prostacyclin) receptor (IP)"
"BAG1",573,"BCL2-associated athanogene"
"RAB22A",57403,"RAB22A, member RAS oncogene family"
"SPC25",57405,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
"ABHD6",57406,"abhydrolase domain containing 6"
"PTGIS",5740,"prostaglandin I2 (prostacyclin) synthase"
"WDR18",57418,"WD repeat domain 18"
"PTH",5741,"parathyroid hormone"
"PTGS1",5742,"prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)"
"PTGS2",5743,"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)"
"NDRG3",57446,"NDRG family member 3"
"NDRG2",57447,"NDRG family member 2"
"PTHLH",5744,"parathyroid hormone-like hormone"
"PTH1R",5745,"parathyroid hormone receptor 1"
"SCAF4",57466,"splicing factor, arginine/serine-rich 15"
"SLC12A5",57468,"solute carrier family 12, (potassium-chloride transporter) member 5"
"PTH2R",5746,"parathyroid hormone 2 receptor"
"LRRC47",57470,"leucine rich repeat containing 47"
"CNOT6",57472,"CCR4-NOT transcription complex, subunit 6"
"ZNF512B",57473,"zinc finger protein 512B"
"PTK2",5747,"PTK2 protein tyrosine kinase 2"
"HEG1",57493,"HEG homolog 1 (zebrafish)"
"MRTFB",57496,"MKL/myocardin-like 2"
"KIDINS220",57498,"kinase D-interacting substrate of 220 kDa"
"NLGN4X",57502,"neuroligin 4, X-linked"
"MTUS1",57509,"mitochondrial tumor suppressor 1"
"ALPK3",57538,"alpha-kinase 3"
"PTK6",5753,"PTK6 protein tyrosine kinase 6"
"PTK7",5754,"PTK7 protein tyrosine kinase 7"
"MICAL3",57553,"microtubule associated monoxygenase, calponin and LIM domain containing 3"
"SEMA6A",57556,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
"TRMT5",57570,"TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)"
"DOCK6",57572,"dedicator of cytokinesis 6"
"KIF17",57576,"kinesin family member 17"
"PTMA",5757,"prothymosin, alpha (gene sequence 28)"
"SYT13",57586,"synaptotagmin XIII"
"MRTFA",57591,"megakaryoblastic leukemia (translocation) 1"
"BEGAIN",57596,"brain-enriched guanylate kinase-associated homolog (rat)"
"BAHCC1",57597,"BAH domain and coiled-coil containing 1"
"WDR48",57599,"WD repeat domain 48"
"ADGRB1",575,"brain-specific angiogenesis inhibitor 1"
"USP36",57602,"ubiquitin specific peptidase 36"
"TRMT9B",57604,"chromosome 8 open reading frame 79"
"RANBP10",57610,"RAN binding protein 10"
"KLHL1",57626,"kelch-like 1 (Drosophila)"
"EP400",57634,"E1A binding protein p400"
"PTMS",5763,"parathymosin"
"PTN",5764,"pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"
"CALCOCO1",57658,"calcium binding and coiled-coil domain 1"
"PLEKHA4",57664,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4"
"EPB41L5",57669,"erythrocyte membrane protein band 4.1 like 5"
"CHD8",57680,"chromodomain helicase DNA binding protein 8"
"QSOX1",5768,"quiescin Q6 sulfhydryl oxidase 1"
"SHTN1",57698,"KIAA1598"
"ADGRB2",576,"brain-specific angiogenesis inhibitor 2"
"DENND1A",57706,"DENN/MADD domain containing 1A"
"MEAK7",57707,"KIAA1609"
"PTPN1",5770,"protein tyrosine phosphatase, non-receptor type 1"
"KIAA1614",57710,"KIAA1614"
"SEMA4G",57715,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"PRX",57716,"periaxin"
"PPP4R4",57718,"KIAA1622"
"PTPN2",5771,"protein tyrosine phosphatase, non-receptor type 2"
"GPR107",57720,"G protein-coupled receptor 107"
"WDR19",57728,"WD repeat domain 19"
"SPTBN4",57731,"spectrin, beta, non-erythrocytic 4"
"PTPN3",5774,"protein tyrosine phosphatase, non-receptor type 3"
"SCUBE2",57758,"signal peptide, CUB domain, EGF-like 2"
"PTPN4",5775,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
"TRIB3",57761,"tribbles homolog 3 (Drosophila)"
"ANKRA2",57763,"ankyrin repeat, family A (RFXANK-like), 2"
"PTPN6",5777,"protein tyrosine phosphatase, non-receptor type 6"
"MARK4",57787,"MAP/microtubule affinity-regulating kinase 4"
"PTPN7",5778,"protein tyrosine phosphatase, non-receptor type 7"
"SUGP1",57794,"splicing factor 4"
"GATAD1",57798,"GATA zinc finger domain containing 1"
"RAB40C",57799,"RAB40C, member RAS oncogene family"
"ADGRB3",577,"brain-specific angiogenesis inhibitor 3"
"POLD4",57804,"polymerase (DNA-directed), delta 4"
"PTPN9",5780,"protein tyrosine phosphatase, non-receptor type 9"
"HAMP",57817,"hepcidin antimicrobial peptide"
"G6PC2",57818,"glucose-6-phosphatase, catalytic, 2"
"LSM2",57819,"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"PTPN11",5781,"protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)"
"CCNB1IP1",57820,"cyclin B1 interacting protein 1"
"SLAMF7",57823,"SLAM family member 7"
"RAP2C",57826,"RAP2C, member of RAS oncogene family"
"CATSPERG",57828,"chromosome 19 open reading frame 15"
"PTPN12",5782,"protein tyrosine phosphatase, non-receptor type 12"
"CYP4F11",57834,"cytochrome P450, family 4, subfamily F, polypeptide 11"
"SLC4A5",57835,"solute carrier family 4, sodium bicarbonate cotransporter, member 5"
"PTPN13",5783,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)"
"PTPN14",5784,"protein tyrosine phosphatase, non-receptor type 14"
"CADM3",57863,"cell adhesion molecule 3"
"PTPRA",5786,"protein tyrosine phosphatase, receptor type, A"
"PTPRB",5787,"protein tyrosine phosphatase, receptor type, B"
"PTPRC",5788,"protein tyrosine phosphatase, receptor type, C"
"PTPRD",5789,"protein tyrosine phosphatase, receptor type, D"
"BAK1",578,"BCL2-antagonist/killer 1"
"PTPRCAP",5790,"protein tyrosine phosphatase, receptor type, C-associated protein"
"PTPRE",5791,"protein tyrosine phosphatase, receptor type, E"
"PTPRF",5792,"protein tyrosine phosphatase, receptor type, F"
"PTPRG",5793,"protein tyrosine phosphatase, receptor type, G"
"PTPRH",5794,"protein tyrosine phosphatase, receptor type, H"
"PTPRJ",5795,"protein tyrosine phosphatase, receptor type, J"
"PTPRK",5796,"protein tyrosine phosphatase, receptor type, K"
"PTPRM",5797,"protein tyrosine phosphatase, receptor type, M"
"PTPRN",5798,"protein tyrosine phosphatase, receptor type, N"
"PTPRN2",5799,"protein tyrosine phosphatase, receptor type, N polypeptide 2"
"NKX3-2",579,"NK3 homeobox 2"
"PTPRR",5801,"protein tyrosine phosphatase, receptor type, R"
"PTPRS",5802,"protein tyrosine phosphatase, receptor type, S"
"PTPRZ1",5803,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
"PTS",5805,"6-pyruvoyltetrahydropterin synthase"
"PTX3",5806,"pentraxin-related gene, rapidly induced by IL-1 beta"
"BARD1",580,"BRCA1 associated RING domain 1"
"RAD1",5810,"RAD1 homolog (S. pombe)"
"PURA",5813,"purine-rich element binding protein A"
"PTBP2",58155,"polypyrimidine tract binding protein 2"
"NGB",58157,"neuroglobin"
"NEUROD4",58158,"neurogenic differentiation 4"
"PVALB",5816,"parvalbumin"
"PVR",5817,"poliovirus receptor"
"NECTIN1",5818,"poliovirus receptor-related 1 (herpesvirus entry mediator C)"
"CTDSP1",58190,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
"NECTIN2",5819,"poliovirus receptor-related 2 (herpesvirus entry mediator B)"
"BAX",581,"BCL2-associated X protein"
"PWP2",5822,"PWP2 periodic tryptophan protein homolog (yeast)"
"PEX19",5824,"peroxisomal biogenesis factor 19"
"ABCD3",5825,"ATP-binding cassette, sub-family D (ALD), member 3"
"ABCD4",5826,"ATP-binding cassette, sub-family D (ALD), member 4"
"PXMP2",5827,"peroxisomal membrane protein 2, 22kDa"
"PEX2",5828,"peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)"
"PXN",5829,"paxillin"
"BBS1",582,"Bardet-Biedl syndrome 1"
"PEX5",5830,"peroxisomal biogenesis factor 5"
"PYCR1",5831,"pyrroline-5-carboxylate reductase 1"
"ALDH18A1",5832,"aldehyde dehydrogenase 18 family, member A1"
"PCYT2",5833,"phosphate cytidylyltransferase 2, ethanolamine"
"PYGB",5834,"phosphorylase, glycogen; brain"
"PYGL",5836,"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"
"PYGM",5837,"phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)"
"SQOR",58472,"sulfide quinone reductase-like (yeast)"
"SRPRB",58477,"signal recognition particle receptor, B subunit"
"ENOPH1",58478,"enolase-phosphatase 1"
"CREBZF",58487,"CREB/ATF bZIP transcription factor"
"PCTP",58488,"phosphatidylcholine transfer protein"
"JAM2",58494,"junctional adhesion molecule 2"
"OVOL2",58495,"ovo-like 2 (Drosophila)"
"PRUNE1",58497,"prune homolog (Drosophila)"
"MYL7",58498,"myosin, light chain 7, regulatory"
"ZNF250",58500,"zinc finger protein 250"
"OPRPN",58503,"proline rich, lacrimal 1"
"ARHGAP22",58504,"Rho GTPase activating protein 22"
"CACTIN",58509,"chromosome 19 open reading frame 29"
"PRODH2",58510,"proline dehydrogenase (oxidase) 2"
"DNASE2B",58511,"deoxyribonuclease II beta"
"EPS15L1",58513,"epidermal growth factor receptor pathway substrate 15-like 1"
"RBM25",58517,"RNA binding motif protein 25"
"WIZ",58525,"widely interspaced zinc finger motifs"
"MID1IP1",58526,"MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))"
"RRAGD",58528,"Ras-related GTP binding D"
"MYOZ1",58529,"myozenin 1"
"LY6G6D",58530,"lymphocyte antigen 6 complex, locus G6D"
"PZP",5858,"pregnancy-zone protein"
"QARS1",5859,"glutaminyl-tRNA synthetase"
"BBS4",585,"Bardet-Biedl syndrome 4"
"QDPR",5860,"quinoid dihydropteridine reductase"
"RAB1A",5861,"RAB1A, member RAS oncogene family"
"RAB2A",5862,"RAB2A, member RAS oncogene family"
"RGL2",5863,"ral guanine nucleotide dissociation stimulator-like 2"
"RAB3A",5864,"RAB3A, member RAS oncogene family"
"RAB3B",5865,"RAB3B, member RAS oncogene family"
"RAB3IL1",5866,"RAB3A interacting protein (rabin3)-like 1"
"RAB4A",5867,"RAB4A, member RAS oncogene family"
"RAB5A",5868,"RAB5A, member RAS oncogene family"
"RAB5B",5869,"RAB5B, member RAS oncogene family"
"BCAT1",586,"branched chain aminotransferase 1, cytosolic"
"RAB6A",5870,"RAB6A, member RAS oncogene family"
"MAP4K2",5871,"mitogen-activated protein kinase kinase kinase kinase 2"
"RAB27A",5873,"RAB27A, member RAS oncogene family"
"RAB27B",5874,"RAB27B, member RAS oncogene family"
"RABGGTA",5875,"Rab geranylgeranyltransferase, alpha subunit"
"RABGGTB",5876,"Rab geranylgeranyltransferase, beta subunit"
"RABIF",5877,"RAB interacting factor"
"RAB5C",5878,"RAB5C, member RAS oncogene family"
"RAC1",5879,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
"BCAT2",587,"branched chain aminotransferase 2, mitochondrial"
"RAC2",5880,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
"RAC3",5881,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"
"RAD9A",5883,"RAD9 homolog A (S. pombe)"
"RAD17",5884,"RAD17 homolog (S. pombe)"
"RAD21",5885,"RAD21 homolog (S. pombe)"
"RAD23A",5886,"RAD23 homolog A (S. cerevisiae)"
"RAD23B",5887,"RAD23 homolog B (S. cerevisiae)"
"RAD51",5888,"RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)"
"RAD51C",5889,"RAD51 homolog C (S. cerevisiae)"
"RAD51B",5890,"RAD51-like 1 (S. cerevisiae)"
"MOK",5891,"renal tumor antigen"
"RAD51D",5892,"RAD51-like 3 (S. cerevisiae)"
"RAD52",5893,"RAD52 homolog (S. cerevisiae)"
"RAF1",5894,"v-raf-1 murine leukemia viral oncogene homolog 1"
"RAG1",5896,"recombination activating gene 1"
"RAG2",5897,"recombination activating gene 2"
"IL22RA1",58985,"interleukin 22 receptor, alpha 1"
"RALA",5898,"v-ral simian leukemia viral oncogene homolog A (ras related)"
"RALB",5899,"v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)"
"ACTA1",58,"actin, alpha 1, skeletal muscle"
"RALGDS",5900,"ral guanine nucleotide dissociation stimulator"
"RANBP1",5902,"RAN binding protein 1"
"RANBP2",5903,"RAN binding protein 2"
"RANGAP1",5905,"Ran GTPase activating protein 1"
"IL21",59067,"interleukin 21"
"RAP1A",5906,"RAP1A, member of RAS oncogene family"
"RAP1GAP",5909,"RAP1 GTPase activating protein"
"BCHE",590,"butyrylcholinesterase"
"RAP1GDS1",5910,"RAP1, GTP-GDP dissociation stimulator 1"
"RAP2A",5911,"RAP2A, member of RAS oncogene family"
"RAP2B",5912,"RAP2B, member of RAS oncogene family"
"RAPSN",5913,"receptor-associated protein of the synapse"
"RARA",5914,"retinoic acid receptor, alpha"
"RARB",5915,"retinoic acid receptor, beta"
"RARG",5916,"retinoic acid receptor, gamma"
"RARS1",5917,"arginyl-tRNA synthetase"
"RARRES2",5919,"retinoic acid receptor responder (tazarotene induced) 2"
"PLAAT4",5920,"retinoic acid receptor responder (tazarotene induced) 3"
"RASA1",5921,"RAS p21 protein activator (GTPase activating protein) 1"
"RASA2",5922,"RAS p21 protein activator 2"
"RASGRF1",5923,"Ras protein-specific guanine nucleotide-releasing factor 1"
"RB1",5925,"retinoblastoma 1 (including osteosarcoma)"
"HIVEP3",59269,"human immunodeficiency virus type I enhancer binding protein 3"
"ARID4A",5926,"AT rich interactive domain 4A (RBP1-like)"
"ACE2",59272,"angiotensin I converting enzyme (peptidyl-dipeptidase A) 2"
"KDM5A",5927,"jumonji, AT rich interactive domain 1A"
"RBBP4",5928,"retinoblastoma binding protein 4"
"RBBP5",5929,"retinoblastoma binding protein 5"
"SIGIRR",59307,"single immunoglobulin and toll-interleukin 1 receptor (TIR) domain"
"RBBP6",5930,"retinoblastoma binding protein 6"
"RBBP7",5931,"retinoblastoma binding protein 7"
"RBBP8",5932,"retinoblastoma binding protein 8"
"PLEKHA1",59338,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
"HRH4",59340,"histamine receptor H4"
"TRPV4",59341,"transient receptor potential cation channel, subfamily V, member 4"
"SENP2",59343,"SUMO1/sentrin/SMT3 specific peptidase 2"
"ALOXE3",59344,"arachidonate lipoxygenase 3"
"ZNF350",59348,"zinc finger protein 350"
"KLHL12",59349,"kelch-like 12 (Drosophila)"
"RBL2",5934,"retinoblastoma-like 2 (p130)"
"RBM3",5935,"RNA binding motif (RNP1, RRM) protein 3"
"RBM4",5936,"RNA binding motif protein 4"
"RBMS1",5937,"RNA binding motif, single stranded interacting protein 1"
"RBMS2",5939,"RNA binding motif, single stranded interacting protein 2"
"BCKDHA",593,"branched chain keto acid dehydrogenase E1, alpha polypeptide"
"RBP1",5947,"retinol binding protein 1, cellular"
"CPLX3",594855,"complexin 3"
"RBP3",5949,"retinol binding protein 3, interstitial"
"BCKDHB",594,"branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)"
"RBP4",5950,"retinol binding protein 4, plasma"
"RCN1",5954,"reticulocalbin 1, EF-hand calcium binding domain"
"RCN2",5955,"reticulocalbin 2, EF-hand calcium binding domain"
"RCVRN",5957,"recoverin"
"RDH5",5959,"retinol dehydrogenase 5 (11-cis/9-cis)"
"CCND1",595,"cyclin D1"
"PRPH2",5961,"peripherin 2 (retinal degeneration, slow)"
"RDX",5962,"radixin"
"RECQL",5965,"RecQ protein-like (DNA helicase Q1-like)"
"REL",5966,"v-rel reticuloendotheliosis viral oncogene homolog (avian)"
"REG1A",5967,"regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)"
"REG1B",5968,"regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)"
"BCL2",596,"B-cell CLL/lymphoma 2"
"RELA",5970,"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"
"RELB",5971,"v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)"
